Cuisines,Total_Votes,Restaurant_Count,Average_Rating
"Italian, Pizza, Vegetarian",134,1,3.7
"Continental, Italian, North Indian, American",134,1,3.5
"North Indian, Chinese, Mughlai, Continental",133,1,3.5
"British, Steak",133,1,4.0
"Asian, Sushi, Vegetarian",132,1,3.6
"Continental, Mexican, American, Fast Food, Italian, Chinese",132,1,3.9
"Cafe, Healthy Food, Continental, Italian, Asian",131,1,3.7
"Burger, Fast Food, Grill",131,1,3.6
"Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American",130,1,4.3
"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",129,1,3.2
"Chinese, Thai, Japanese, Asian",129,1,4.4
"Continental, Burger, American",129,1,3.5
"Japanese, Chinese, Asian, Thai",128,1,3.7
"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",127,1,3.9
"Italian, Burger, Charcoal Grill",127,1,3.8
"Cafe, Kiwi",127,1,4.3
"Cafe, South Indian, North Indian, Bakery",126,1,3.5
"French, Kiwi",125,1,4.4
"Mediterranean, Italian, American",124,1,4.3
"Andhra, North Indian, Chinese",124,1,3.5
"Brazilian, Bar Food",123,4,4.675
"Breakfast, Diner, Southern",123,1,3.7
"North Indian, Finger Food, Italian, Chinese",121,1,3.8
"South Indian, Desserts",121,1,4.1
"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",121,1,2.1
"North Indian, Street Food, Beverages",120,1,3.8
"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",120,1,2.5
"Breakfast, Pizza",119,1,3.5
"North Indian, Street Food, Mithai",119,5,1.78
"Thai, Chinese, Asian, Malaysian",118,1,3.8
"Cafe, Korean, Desserts",118,1,4.5
"North Indian, South Indian, Chinese, Mithai, Fast Food",117,1,3.1
"North Indian, European, Mediterranean, Asian",117,1,3.8
"Chinese, Thai, Continental, Fast Food, North Indian",117,1,3.9
"Chinese, South Indian",116,11,1.5999999999999999
"Cafe, Chinese, Fast Food",116,3,3.2999999999999994
"European, North Indian, Chinese",116,1,2.2
"Continental, North Indian, European",116,1,3.7
"Continental, Italian, North Indian, Chinese",115,1,4.0
"Patisserie, Coffee and Tea",115,1,3.4
"Breakfast, Coffee and Tea",115,2,3.7
"Japanese, Tibetan, Vietnamese, Korean",115,1,3.8
"World Cuisine, Mexican, Italian",115,1,4.4
"North Indian, Fast Food, Italian, Asian",114,3,4.033333333333333
"Fast Food, North Indian, Chinese, South Indian, Ice Cream",114,1,2.7
Sri Lankan,114,1,4.0
"Sandwich, Sushi, Tapas",114,1,3.6
"Street Food, North Indian, South Indian, Mithai",113,3,3.466666666666667
"European, Continental, Pizza",113,1,4.2
"Latin American, Mexican",113,1,3.2
"Continental, Mexican, North Indian, Chinese",112,1,3.7
"Continental, Mexican, Italian",111,1,3.6
"Pizza, Italian, Fast Food",111,1,3.6
"Contemporary, Sushi, Grill, Italian, Steak",111,1,3.4
"Thai, Chinese, Japanese",111,1,3.7
"Continental, Fast Food, Italian",111,2,2.1
"North Indian, Chinese, South Indian, Street Food, Fast Food, Mithai",110,1,3.4
"Japanese, Asian, Seafood, Sushi",110,1,4.0
"Cafe, Korean",110,1,3.6
"Raw Meats, Fast Food, North Indian",109,8,1.9249999999999998
"Continental, American, Fast Food",109,1,3.9
"Healthy Food, Juices, Salad, Italian, Continental",108,2,4.05
"Cafe, Beverages",108,3,2.5
"Burger, German, Sandwich",108,1,2.2
"Cafe, Continental, North Indian, Chinese, Mexican",107,1,4.0
"American, Mexican, Finger Food",107,1,4.2
"Thai, Chinese, Asian",107,1,3.8
"North Indian, Fast Food, South Indian",106,4,2.35
"Chinese, North Indian, Continental",106,1,3.6
"Fast Food, Healthy Food",105,1,3.7
"Bakery, Desserts, Fast Food, North Indian",105,1,3.5
"Kerala, Fast Food",105,1,3.7
"Asian, Seafood",105,1,4.1
"Mexican, Italian, American",105,1,3.9
"Continental, European, North Indian",105,2,2.6
"North Indian, Afghani, Mughlai",104,1,4.3
"Asian, North Indian, Continental",104,1,3.5
Turkish Pizza,103,1,4.3
"Chinese, North Indian, Street Food",102,2,3.35
"Burger, Desserts",101,1,3.9
"Indian, Seafood",101,1,3.6
"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",101,1,4.0
"Italian, Pizza, Cafe",101,1,3.8
"Continental, Chinese",100,2,3.65
"Seafood, Chinese, Thai",100,1,4.0
"Juices, Healthy Food",100,2,4.35
"Burger, Coffee and Tea, Modern Australian",100,1,3.7
"Continental, Juices, Cafe, Desserts, Salad, Italian",99,1,4.2
"Healthy Food, Cafe, Desserts, Italian, Bakery",99,1,3.8
"Healthy Food, Beverages",99,4,2.6500000000000004
"American, Mediterranean, Seafood",98,1,3.7
"Cafe, Italian, Mexican, North Indian, Continental",98,1,3.9
"Mithai, South Indian, Street Food",97,3,1.1666666666666667
"Cafe, Tapas, South African, Beverages, Healthy Food, Desserts, Spanish",97,1,4.5
"North Indian, Thai, Italian, Chinese, Mexican",96,1,3.5
"American, Breakfast, Desserts",96,1,4.3
"Continental, Burger, Pizza, North Indian, European, Finger Food",96,1,3.9
"European, Asian",96,1,4.3
"Fast Food, Italian, Chinese",96,1,4.0
"Vietnamese, Fish and Chips",96,1,4.3
"Coffee and Tea, Tapas, Australian",96,1,3.6
"Italian, Continental, North Indian",96,1,3.9
World Cuisine,95,1,4.9
"Arabian, Mexican",95,1,3.5
"Desserts, Fast Food, Ice Cream",95,1,4.0
"North Indian, Chinese, Continental, Italian, Mexican",94,1,3.4
"Fast Food, Desserts",94,4,2.35
"Street Food, Fast Food",94,9,1.2666666666666666
"Cafe, Kiwi, Ice Cream, Desserts",94,1,4.0
North Eastern,94,2,1.85
"American, Chinese, North Indian",93,1,2.5
"North Indian, Street Food, South Indian, Fast Food, Chinese",93,2,2.8
"North Indian, Continental, Asian, Italian",93,1,3.9
"North Indian, Continental, Italian, Asian",93,1,4.0
"North Indian, South Indian, Chinese, Street Food",93,2,3.05
"Italian, Fusion, Cafe",93,1,3.8
"Desserts, Fast Food, Chinese",92,1,3.2
"Cafe, Asian, Italian, North Indian",91,1,4.2
"Continental, Modern Indian, Asian",91,1,4.0
"Fast Food, Chinese, Bakery",91,3,3.3000000000000003
"North Indian, American, Italian",91,1,2.8
"Finger Food, Continental, Italian, Chinese",90,1,3.6
"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",90,2,3.15
"Continental, Chinese, Italian, Finger Food",90,1,4.3
"Continental, Seafood, North Indian",89,1,3.3
"Ice Cream, Fast Food, Beverages",89,2,3.5999999999999996
"Biryani, Mughlai, Bengali, North Indian",89,1,3.7
"Asian, Continental",89,1,3.5
"Kashmiri, Chinese, Mughlai",89,1,3.3
"American, Burger, Pizza, Cafe",89,1,3.7
"Cafe, Patisserie",88,1,4.1
"North Indian, Chinese, Fast Food, Street Food",88,2,3.1500000000000004
"Coffee and Tea, Mediterranean",88,1,4.3
"American, Burger, Cajun",88,1,3.8
"Chinese, Seafood, Vegetarian",88,1,3.6
"Cafe, North Indian, Continental",88,3,1.9666666666666668
"Chinese, Continental, Thai",88,1,3.2
"Mediterranean, Chinese, Continental",87,1,4.3
"Hyderabadi, North Indian",87,2,3.3
"North Indian, Italian, Mexican, Asian",87,1,3.8
Australian,87,1,4.1
"Bakery, Cafe, Fast Food",87,1,4.3
"Awadhi, North Indian, Mughlai",86,1,3.8
"North Indian, South Indian, Chinese, Mithai",86,3,2.6999999999999997
"Asian Fusion, Pub Food, Fusion, Asian, Filipino, Malaysian, Thai",86,1,3.5
"North Indian, Street Food, Chinese, South Indian, Mithai",85,1,3.6
"American, Breakfast, Greek",85,1,4.0
"North Indian, Cafe",85,1,3.4
"North Indian, South Indian, Street Food, Fast Food, Mithai",85,1,2.5
"Burger, Steak, Seafood",84,1,4.1
"Mughlai, Hyderabadi",84,1,4.1
"Mughlai, Chinese, Cafe, BBQ, Cajun",84,1,3.6
"Cafe, Bakery, Parsi",84,1,4.1
"Mithai, Street Food, South Indian, Chinese, North Indian",83,1,2.7
"Mithai, Chinese, Street Food",83,1,3.8
"Cafe, Italian, Bakery",83,1,4.4
"Japanese, American, North Indian, Fast Food",83,1,3.5
"Cafe, Continental, Italian, Chinese",83,1,3.6
"Chinese, North Indian, Fast Food",83,6,2.183333333333333
"British, Burger, Cafe",82,1,4.1
"North Indian, Mithai",82,4,1.5499999999999998
"Italian, Chinese, North Indian",82,2,3.45
"Arabian, Lebanese",82,1,3.1
"Healthy Food, Italian, Juices, Beverages",81,1,3.7
"Cafe, Fast Food, Beverages",81,1,3.8
"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai",81,1,3.4
"European, North Indian, Continental, Italian",81,1,3.7
"Asian, Thai, Chinese, North Indian",80,1,3.1
"Malaysian, North Indian, Sri Lankan",80,1,3.5
"Cafe, Chinese, Thai, North Indian, Continental",79,1,4.0
"Continental, Asian",79,1,4.2
"Italian, Mexican, Chinese",79,1,3.8
"Chinese, Healthy Food",78,1,2.8
"Malwani, North Indian, Chinese, Seafood",77,1,3.5
"Malaysian, Indonesian",77,1,4.4
"Chinese, Beverages",77,2,3.35
"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",77,1,2.4
"Asian, Continental, Fast Food",76,1,4.5
"North Indian, Chinese, Raw Meats",76,2,3.05
"South Indian, Chinese, Continental, Italian, North Indian",75,1,4.1
"South Indian, Street Food, Mithai",75,2,1.75
"North Indian, Chinese, Mughlai, Fast Food",75,2,2.55
"Chinese, North Indian, Thai",74,1,3.5
"Desserts, Pizza, Ice Cream",74,1,3.5
"American, North Indian, Thai, Continental",74,1,3.8
"Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese",73,1,4.4
"Continental, Chinese, Biryani, North Indian",73,1,3.6
"Indian, Cafe",73,1,3.8
"Kebab, Turkish Pizza, D�_ner",72,1,4.4
"Desserts, Street Food",72,7,2.185714285714286
"North Indian, Hyderabadi",71,1,3.3
"Fast Food, Chinese, North Indian",71,2,3.4
"Cafe, Mexican, Italian, Fast Food",71,1,3.8
"Ice Cream, Desserts, North Indian, Street Food",71,1,3.8
"Thai, Chinese, Seafood",70,1,3.1
"Continental, Fast Food",70,3,3.266666666666667
"North Indian, Chinese, Italian, Fast Food",70,2,2.9000000000000004
"South Indian, Kerala",70,2,3.5999999999999996
"Cafe, Mexican",70,2,2.1
"North Indian, Chinese, Continental, Mughlai",70,2,1.7
"Street Food, North Indian, Mithai",69,2,3.3
"North Indian, American, Asian, Biryani",69,1,4.7
"Italian, Cafe, Chinese, Continental",69,1,4.3
"Continental, Italian, Mexican",69,1,3.4
"Rajasthani, North Indian",69,1,3.4
"North Indian, Continental, European, American, Mediterranean",69,1,4.2
"Chinese, North Indian, South Indian",68,6,1.0333333333333332
"Gourmet Fast Food, Burger",68,1,4.3
"Tea, Cafe",68,1,4.1
"North Indian, Chinese, Seafood",67,1,3.4
"Modern Indian, Asian",67,1,3.9
"European, Mediterranean, Contemporary",67,1,4.2
"North Indian, Kashmiri, Mughlai",67,1,2.6
"North Indian, Mediterranean, Asian, Chinese",66,1,4.4
"Bengali, South Indian, North Indian, Mughlai",66,1,3.9
"Italian, Lebanese, Mexican",66,1,3.6
"Mexican, Tex-Mex",66,1,3.9
"Bakery, Desserts, Ice Cream",66,1,3.4
"North Indian, Street Food, Fast Food",65,3,2.1
"Street Food, Fast Food, Chinese, South Indian, North Indian",65,1,3.7
"American, BBQ, Seafood",65,1,3.3
"Burmese, Chinese, Thai",65,1,3.4
"Italian, Continental, Chinese, North Indian",65,1,3.3
"North Indian, Chinese, Bakery",64,1,2.2
"Malaysian, Thai",64,1,3.6
"Chinese, South Indian, North Indian",64,3,2.066666666666667
"Steak, Scottish, British",64,1,4.2
"Indian, Pakistani",63,1,4.0
"Hyderabadi, Fast Food",63,1,3.9
"Mithai, Street Food, North Indian, South Indian, Chinese, Fast Food, Beverages",63,1,3.2
"North Indian, Cafe, Italian, Mexican, Continental",63,1,3.8
"Continental, Asian, Sushi",63,1,4.2
Nepalese,62,3,1.3333333333333333
"Cafe, North Indian",62,1,4.0
"Asian Fusion, Cafe",61,1,4.2
"Asian, Chinese, North Indian",61,1,3.8
"South Indian, Chinese, Street Food, Mithai",61,1,3.3
"Fast Food, Italian, Beverages",60,1,3.5
"Japanese, Chinese, Malaysian, Thai, Vietnamese",60,1,3.3
"Mithai, North Indian, South Indian",59,1,3.7
"Beverages, International",59,1,4.8
"Rajasthani, Gujarati, Mughlai",59,1,3.6
"Fast Food, American",58,2,3.75
"Brazilian, Bar Food, Beverages",58,1,4.6
"Mithai, North Indian",58,6,2.0166666666666666
"Desserts, Bakery, Pizza, Burger, Continental",58,1,3.6
"Mexican, North Indian",57,1,3.7
"Japanese, Thai, Chinese",57,1,3.0
"American, Seafood, Italian, Japanese, Thai",57,1,3.5
"North Indian, Fast Food, Mughlai",57,3,3.3333333333333335
"Healthy Food, North Indian",57,1,3.6
"Bakery, Beverages",57,1,3.4
"Burger, American, Beverages",57,1,3.8
"North Indian, Mithai, Street Food",56,2,2.6
"Ice Cream, Beverages",56,3,2.466666666666667
"Mughlai, Lucknowi, Awadhi",56,2,3.1
"North Indian, Chinese, Fast Food, Mithai",56,1,2.9
"Mexican, Italian, Fast Food",55,1,3.4
"Healthy Food, Fast Food",54,1,3.9
"Cafe, Pizza",54,1,3.5
"Sushi, Japanese, Healthy Food",53,1,4.0
"European, Chinese",53,1,3.8
"Continental, Italian, Asian, Indian",52,1,4.7
"Fast Food, Cafe, Desserts, Bakery",52,1,3.9
"Steak, Tapas, Bar Food",51,1,3.5
"Cafe, Chinese, North Indian",51,1,3.3
"Mithai, North Indian, South Indian, Chinese",50,1,3.2
"Italian, Continental, Finger Food",50,1,3.3
"Italian, Continental, Fast Food, Chinese",50,1,3.4
"North Indian, Continental, Chinese, Italian, Lebanese",49,1,3.7
"North Indian, Street Food, Chinese, South Indian",49,1,2.5
"North Indian, Mughlai, Fast Food",48,3,2.9
"Mughlai, Chinese",48,6,1.5166666666666666
"Chinese, Bakery",48,2,1.65
"Fast Food, Cafe, Italian, North Indian, Chinese",48,1,3.2
"Asian, North Indian, Japanese",48,1,2.9
"Indian, Grill",48,1,3.7
"Mithai, Street Food, North Indian",47,4,1.4500000000000002
"Pizza, North Indian",47,1,3.5
"Street Food, Mughlai",47,1,3.3
"Italian, Fast Food, North Indian, Chinese",47,1,3.3
"Brazilian, Italian",46,1,4.3
"North Indian, Continental, Chinese, Mexican, Italian, Desserts",46,1,2.6
"Continental, Seafood, Goan, Andhra, Kerala, Thai",46,1,4.2
"Chinese, South Indian, Fast Food",46,4,1.475
"North Indian, South Indian, Chinese, Street Food, Fast Food",45,1,2.6
"Seafood, Mediterranean",45,1,3.7
"North Indian, Seafood, Continental",45,1,3.4
Drinks Only,45,2,1.75
"Cafe, Fast Food, Chinese",45,1,3.7
"South Indian, Fast Food, Street Food",44,1,3.1
"Healthy Food, Fast Food, Salad",44,1,3.2
"Thai, Chinese",44,3,3.466666666666667
"Seafood, Chinese, Japanese, Sushi, Thai",44,1,3.7
"North Indian, Continental, Salad",43,1,3.6
"Turkish, Mediterranean, Middle Eastern",43,1,4.3
"Cafe, North Indian, Continental, Italian",43,1,3.7
"Salad, Continental",43,1,4.1
"North Indian, South Indian, Fast Food, Street Food, Mithai",43,2,2.85
"North Indian, European, South Indian",43,1,3.6
"Continental, Italian, North Indian, Chinese, Lebanese",43,1,3.8
"Indian, Asian, Durban, International, Desserts",43,1,4.3
"North Indian, Continental, Chinese, South Indian",43,1,3.7
"Cafe, North Indian, Fast Food",42,2,3.05
"American, Chinese, North Indian, Italian",42,1,3.5
"Pizza, North Indian, Continental",42,1,3.4
"North Indian, European, Asian",42,1,3.7
"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",42,1,2.8
"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",41,1,4.0
"Mughlai, Fast Food, North Indian",41,1,2.4
"Burger, Desserts, Sandwich",41,1,3.6
"Burger, Fast Food, Chinese, Bakery",41,1,3.0
"North Indian, Biryani, Fast Food",41,1,2.6
"Tibetan, Fast Food",41,1,2.6
"Bakery, Beverages, Fast Food",40,1,3.6
"Breakfast, Modern Australian",40,1,4.1
"North Indian, Mithai, Chinese, Street Food",40,1,3.8
"Latin American, Italian",40,1,4.0
"Parsi, North Indian",40,1,4.2
"Italian, Mexican",40,1,3.5
"North Indian, Fast Food, Chinese, South Indian",39,1,3.2
Afghani,39,4,0.725
"Fast Food, North Indian, South Indian, Chinese",39,1,2.7
"North Indian, Mughlai, Continental",39,2,1.6
"Fast Food, Cafe",39,1,3.2
"BBQ, Grill, Brazilian",39,1,4.3
"Mithai, North Indian, South Indian, Chinese, Street Food",39,2,3.0
"South Indian, North Indian, Chinese, Street Food, Fast Food",39,1,2.8
"Thai, Chinese, North Indian",38,1,3.9
"Fast Food, Chinese, Bengali",38,1,3.3
"British, Cafe",38,1,3.8
"Korean, Japanese, Chinese, Asian",38,1,3.6
"Tea, Modern Australian",37,1,3.5
"Cafe, Italian, Continental, Mexican",37,1,4.1
"Healthy Food, Juices, Salad",37,1,3.7
"Bakery, Desserts, North Indian, Bengali, South Indian",37,1,3.5
Modern Australian,37,2,2.9000000000000004
"North Indian, Mithai, South Indian, Street Food, Chinese",37,1,2.4
"Desserts, Beverages, Juices",36,1,3.7
"Burger, Grill",36,1,4.0
"Mithai, North Indian, South Indian, Street Food, Chinese",36,1,3.3
"Mithai, North Indian, Chinese, Street Food",36,2,2.75
"Mexican, North Indian, European, Chinese, Italian",35,1,3.4
"Bakery, Desserts, Fast Food, Pizza, Burger, Continental",34,1,3.6
"Cafe, Tea, Desserts",34,1,3.6
"Cafe, Pizza, Burger",34,1,4.0
"Indian, Chinese, Continental",34,1,3.6
"Chinese, Seafood, Cantonese, Dim Sum",34,1,3.9
"Chinese, Continental, Singaporean",34,1,3.4
"Bakery, Desserts, Fast Food, Pizza, Burger, Finger Food",33,1,3.4
"Cafe, Spanish, Turkish, Greek",33,1,3.2
"Singaporean, Australian, German",33,1,3.1
"French, Mediterranean, European",33,1,3.8
"Beverages, Salad, Beverages",33,1,4.3
"Italian, Chinese, Fast Food, North Indian",32,1,3.7
"Sushi, Japanese, Cantonese",32,1,3.8
"Chinese, Cafe, Fast Food",32,1,3.2
"Mithai, South Indian",32,1,3.3
"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",32,1,2.9
"Chinese, North Indian, Mithai, Street Food",32,1,2.6
"European, American, Street Food",32,2,1.85
"Western, Fusion, Fast Food",32,1,3.2
"Fast Food, American, Salad, Healthy Food",32,1,3.4
"Cafe, American, Continental, Nepalese",31,1,3.6
"Street Food, South Indian, Chinese",31,1,2.7
"Mithai, North Indian, South Indian, Street Food",31,3,2.8666666666666667
"Continental, Finger Food, Chinese, North Indian",31,1,3.8
"Chinese, North Indian, Seafood",31,1,2.8
"Chinese, North Indian, South Indian, Street Food",31,1,2.3
"Healthy Food, Continental, North Indian, Salad",30,1,3.5
"American, Japanese, Singaporean",30,1,3.2
"American, International, Southwestern",30,1,3.6
"Cafe, North Indian, Lebanese, Continental",30,1,3.5
"French, Brazilian, Beverages",30,1,4.6
"European, Italian, Thai, Chinese, North Indian",30,1,3.2
"Lebanese, Chinese, Fast Food",30,1,2.4
"Chinese, North Indian, Italian, Continental",30,1,3.2
"Asian, Continental, Seafood",30,1,3.8
"Continental, American, North Indian",30,1,3.6
"Bakery, Street Food",29,2,3.2
"Street Food, Chinese",29,6,0.5499999999999999
"Italian, Lebanese, Fast Food, Bakery",29,1,3.6
"Cafe, Australian",29,1,3.7
"Coffee and Tea, Tea, Modern Australian",29,1,3.6
"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai",29,1,2.4
"Italian, French, Bakery, Cafe",29,1,3.2
"Beverages, Bar Food, Fast Food",29,1,4.5
"Mexican, Grill",29,1,4.3
"Cafe, American, Italian, Filipino",29,1,3.6
"Fast Food, Italian, North Indian, Chinese",28,2,3.3
"Mithai, North Indian, South Indian, Chinese, Fast Food",28,1,2.7
"American, Bakery, European, Burger, Fusion",28,1,3.8
"Cafe, Chinese, Continental, Italian, Desserts, Beverages",28,1,3.2
"Mughlai, Fast Food",28,5,1.34
"Continental, Thai, Chinese, North Indian",28,1,3.2
"Mithai, Fast Food",28,7,0.9285714285714286
"Cafe, Fast Food, American",27,1,3.8
"Greek, Mediterranean",27,1,3.6
"Pizza, Salad, Finger Food",27,1,3.4
"Chinese, Continental, Italian, North Indian",27,1,3.1
"Continental, Italian, North Indian, Lebanese",27,1,2.8
"Bengali, Fast Food",27,1,3.2
"Mexican, Italian",26,2,1.55
"North Indian, Mughlai, Fast Food, South Indian",26,1,3.3
"Cafe, Bakery, Fast Food",26,2,1.7
"Continental, Fast Food, Tea",26,1,3.9
"Mithai, South Indian, Chinese, Street Food, North Indian",26,1,2.9
"Street Food, Desserts",26,3,2.8666666666666667
"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",25,1,3.1
"North Indian, Mughlai, South Indian, Chinese",25,1,3.1
"Bar Food, Steak",25,1,3.5
"Healthy Food, North Indian, Beverages",25,1,3.7
"Asian, Chinese, Tibetan",25,1,4.1
"Mughlai, Afghani",25,1,2.8
"Singaporean, Chinese, Seafood, Malay, Indian",25,1,3.0
"South Indian, Desserts, Beverages",25,1,3.7
"North Indian, Mughlai, Chinese, Raw Meats",25,1,2.9
"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",25,1,3.8
"Asian, Chinese, Thai, Malaysian, Indonesian, Burmese",24,1,3.8
"Finger Food, North Indian, Continental, Italian, Mediterranean",24,1,4.0
"North Indian, Continental, Lebanese",24,1,3.5
"Japanese, Chinese",24,1,3.4
"North Indian, Italian, Mexican",24,1,2.7
"Raw Meats, North Indian",24,3,0.8666666666666667
"North Indian, Continental, Chinese, Fast Food",24,1,2.7
"Continental, Fast Food, Desserts, Indian",24,1,3.8
"Beverages, Desserts",23,2,1.8
"North Indian, Biryani, Fast Food, Chinese",23,1,2.7
"Goan, American, Portuguese",23,1,3.8
"Healthy Food, Juices",23,4,1.65
"Bakery, Mithai",23,6,1.0
"Mithai, Beverages",23,1,3.4
"Continental, American, Italian, North Indian, Chinese",23,1,3.6
Tea,23,6,0.5666666666666667
"Fast Food, South Indian, Chinese",23,1,3.2
"North Indian, Chinese, Street Food, Mithai",22,1,3.4
"Fast Food, Continental, Italian, Bakery",22,1,3.2
"Continental, Chinese, Thai",22,1,4.1
"Brazilian, North Eastern",22,1,4.4
"Cafe, Coffee and Tea, Western",22,1,4.2
"Pizza, Grill",22,1,3.7
"American, Asian, North Indian, Mexican, South Indian",21,1,3.3
"Korean, Chinese",21,1,3.0
"North Indian, Street Food, Chinese",21,1,3.2
"Cafe, Street Food",21,1,3.2
"Asian, Bakery",21,1,2.8
"Brazilian, Healthy Food, Juices, Pizza",21,1,4.6
"Cafe, Fast Food, Pizza",21,1,3.4
"Fast Food, Mexican, Tex-Mex",20,1,3.6
"American, Breakfast, Diner",20,1,3.4
"Continental, Finger Food",20,1,3.4
"Healthy Food, North Indian, Italian, Salad",20,1,3.4
"Healthy Food, Seafood, Beverages, Belgian, Contemporary, Desserts, Finger Food, International",20,1,4.2
"Mediterranean, Mughlai, Thai, North Indian, Chinese",19,1,3.5
"Continental, Chinese, Japanese, North Indian, Thai",19,1,3.0
"Cafe, Fast Food, Asian, Italian",19,1,2.8
"Chinese, Cafe",19,1,2.8
"Chinese, North Indian, Continental, Mexican",19,1,2.7
"Continental, Asian, North Indian",19,1,3.4
"Cafe, Coffee and Tea, Sandwich",19,1,3.4
"Cafe, Italian, Mexican, Chinese, North Indian",19,1,3.3
"Desserts, Ice Cream, North Indian",19,1,3.5
"Cafe, American, Desserts, Italian, Bakery",18,1,3.7
"Juices, Beverages",18,1,3.5
"Biryani, North Indian, Fast Food",18,1,2.7
"Cafe, North Indian, Chinese, South Indian",18,1,3.2
"North Indian, Chinese, Tibetan, Italian, Fast Food",18,1,3.2
"Ice Cream, Beverages, Fast Food",18,6,1.0333333333333334
"Continental, Cafe",18,1,3.7
"Continental, Mexican, Mediterranean",18,1,3.0
"Continental, Chinese, North Indian, Mughlai",17,1,3.1
"Pizza, Fast Food, Chinese",17,1,3.4
"Steak, BBQ",17,1,4.4
"Bakery, Fast Food, Beverages",17,1,3.4
"Mithai, Street Food, North Indian, South Indian, Chinese",16,1,2.7
"North Indian, Beverages",16,1,2.7
"Continental, Cafe, Italian, Pizza, North Indian, Chinese, Bakery, Mughlai",16,1,3.4
"North Indian, Chinese, Mughlai, South Indian",16,1,3.1
"Cafe, North Indian, Italian, Chinese",16,1,2.8
"North Indian, Fast Food, Chinese, Mithai",16,1,2.7
"Pizza, Continental, Beverages",15,1,3.3
"North Indian, Fast Food, Biryani",15,1,2.9
"Cafe, Italian, Salad",15,1,2.6
"North Indian, Seafood, Bengali",15,1,3.3
"North Indian, Afghani",15,1,2.6
"Chinese, Italian, Continental",15,1,3.1
"Mediterranean, European",15,1,3.1
"Naga, Tibetan",15,1,3.4
"Finger Food, Italian",14,1,3.5
"North Indian, Kashmiri",14,1,3.2
"North Indian, Greek, Mughlai",14,1,3.2
"American, Fast Food, Desserts, Steak",14,1,3.3
"North Indian, Chinese, Biryani",14,1,2.7
"Chinese, Continental, Mexican",14,1,2.8
"Fast Food, Desserts, Ice Cream, Beverages",14,1,2.6
"North Indian, Mughlai, Awadhi",14,2,1.6
"Cafe, British",13,1,3.7
"Mithai, North Indian, South Indian, Chinese, Bakery",13,1,3.3
"North Indian, Mughlai, Hyderabadi",13,1,3.3
"Fast Food, Street Food, Beverages",13,2,1.65
"Fast Food, Mithai, Bakery",13,1,3.3
"Bakery, Sandwich, Brazilian",13,1,4.4
"Biryani, Kerala",13,1,3.2
"Fast Food, North Indian, Chinese, Desserts",13,1,2.8
"South Indian, North Indian, Chinese, Mughlai",13,1,3.1
"South Indian, North Indian, Fast Food",12,1,2.8
"Fast Food, Italian, Desserts, Beverages",12,1,3.3
"North Indian, Chinese, Street Food, Fast Food",12,1,2.5
"Cafe, Fast Food, Continental",12,1,3.2
"Street Food, Chinese, Mithai",12,1,3.3
"Street Food, Bakery",12,2,2.9
"Continental, Chinese, North Indian, Healthy Food",12,1,3.2
"South Indian, Fast Food, Chinese",12,2,1.45
"South Indian, Chinese, Fast Food, Mithai",11,1,2.8
"Chinese, Fast Food, Ice Cream",11,1,3.3
"Chinese, North Indian, Italian, Mughlai",11,1,3.0
"Beverages, Street Food",11,1,3.2
"Fast Food, Chinese, Italian",11,1,3.1
"Fast Food, Maharashtrian, North Indian",11,1,2.7
"North Indian, Mithai, South Indian, Street Food, Fast Food",11,1,2.7
"Fast Food, North Indian, South Indian, Chinese, Bakery",11,1,3.2
"North Indian, Finger Food",11,2,1.5
"Ice Cream, Desserts, Cafe",11,1,3.1
Juices,10,4,0.8
"American, Grill",10,1,4.0
"Mithai, Street Food, Fast Food",10,2,1.4
"Bar Food, Brazilian",10,2,1.8
"North Indian, Healthy Food, Rajasthani",10,1,3.1
"Street Food, North Indian, South Indian, Chinese",10,1,3.1
"Bakery, Italian, Fast Food, Chinese, Continental",10,1,2.9
"North Indian, Mughlai, Chinese, Continental, Fast Food",10,1,2.8
"Bakery, Mithai, Fast Food",10,1,2.9
"Finger Food, European",10,1,3.2
"Desserts, Mithai",10,1,2.9
"Japanese, French",10,1,3.1
"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",10,1,3.3
"Juices, Beverages, Fast Food",10,1,3.0
"Desserts, Ice Cream, Fast Food",10,3,1.0
"European, Sushi, Italian",9,1,3.0
"Street Food, Mithai, South Indian, North Indian, Chinese",9,1,2.5
