Cuisines,Average_Rating,Restaurant_Count,Total_Votes
"South Indian, North Indian, Street Food, Chinese, Mithai",3.5,1,368
"Chinese, Japanese, Italian, Seafood",3.5,1,1027
"South Indian, Chettinad",3.5,2,1763
"Mediterranean, Continental, North Indian, Italian",3.5,1,218
"Malaysian, North Indian, Sri Lankan",3.5,1,80
"Malwani, North Indian, Chinese, Seafood",3.5,1,77
South American,3.5,2,145
"Japanese, American, North Indian, Fast Food",3.5,1,83
"American, Seafood, Italian, Japanese, Thai",3.5,1,57
"Bar Food, Steak",3.5,1,25
"Italian, Mexican",3.5,1,40
"Arabian, Mexican",3.5,1,95
"Asian, North Indian, Continental",3.5,1,104
"Asian Fusion, Pub Food, Fusion, Asian, Filipino, Malaysian, Thai",3.5,1,86
"North Indian, Thai, Italian, Chinese, Mexican",3.5,1,96
"Andhra, North Indian, Chinese",3.5,1,124
"Desserts, Ice Cream, North Indian",3.5,1,19
"Asian, Continental",3.5,1,89
"Desserts, Pizza, Ice Cream",3.5,1,74
"Chinese, Japanese, Thai, Asian",3.5,1,384
"Continental, North Indian, Chinese, Cafe",3.5,2,503
"Pizza, North Indian",3.5,1,47
"Mediterranean, Mughlai, Thai, North Indian, Chinese",3.5,1,19
"Chinese, Japanese, Thai",3.5,4,429
"Continental, North Indian, Italian, Seafood, Goan",3.5,1,1681
"Italian, Lebanese, North Indian",3.5,1,278
"Continental, Mexican, Fast Food, Chinese",3.5,2,176
"Juices, Beverages",3.5,1,18
"Breakfast, Pizza",3.5,1,119
"Chinese, North Indian, Thai",3.5,1,74
"Street Food, Beverages",3.5,3,415
"Kerala, South Indian, Chinese, Biryani",3.5,1,348
"American, European, North Indian",3.5,1,259
"South Indian, North Indian, Chinese, Continental",3.5,1,134
"Continental, Asian, North Indian, Italian",3.5,1,240
"Continental, Italian, North Indian, American",3.5,1,134
"Lebanese, Mediterranean, Arabian",3.5,1,246
"North Indian, Asian, Continental",3.475,4,580
"Healthy Food, Continental",3.475,4,280
"American, Mexican",3.466666666666667,3,1180
"Street Food, North Indian, South Indian, Mithai",3.466666666666667,3,113
"Thai, Chinese",3.466666666666667,3,44
"Street Food, South Indian",3.4666666666666663,3,533
"Cafe, Fast Food",3.461111111111111,18,2046
"Italian, Chinese, North Indian",3.45,2,82
"Cafe, Continental, Italian, North Indian",3.45,2,213
"Biryani, North Indian, Mughlai",3.44,5,1558
"Finger Food, North Indian, Italian",3.44,5,1281
"Cafe, Italian, Lebanese",3.4333333333333336,3,861
Bihari,3.4333333333333336,3,340
"Italian, North Indian, Continental",3.4333333333333336,3,1132
"Cafe, Desserts",3.433333333333333,9,1530
"Continental, North Indian",3.423076923076923,13,8463
"North Indian, Continental, Italian",3.4222222222222225,9,2264
"Fast Food, Burger",3.4035714285714285,56,7189
"North Indian, Mediterranean, Continental",3.4000000000000004,2,417
"Bakery, Desserts, Chinese, Fast Food",3.4000000000000004,2,211
"Middle Eastern, Mediterranean, North Indian",3.4000000000000004,2,330
"Chinese, Seafood",3.4000000000000004,4,776
"American, Breakfast, Diner",3.4,1,20
"Fast Food, American, Salad, Healthy Food",3.4,1,32
"Japanese, Chinese",3.4,1,24
"Fast Food, Chinese, North Indian",3.4,2,71
"Biryani, Lucknowi, North Indian",3.4,1,165
"North Indian, Seafood, Continental",3.4,1,45
"Burmese, Chinese, Thai",3.4,1,65
"Continental, Asian, North Indian",3.4,1,19
"Lebanese, North Indian",3.4,1,165
"Italian, North Indian, Chinese",3.4,1,431
"North Indian, Italian, Chinese, Thai",3.4,1,391
"Pizza, Salad, Finger Food",3.4,1,27
"Cafe, Fast Food, Pizza",3.4,1,21
"Healthy Food, North Indian, Italian, Salad",3.4,1,20
"North Indian, Chinese, Street Food, Mithai",3.4,1,22
"Bakery, Desserts, Fast Food, Street Food, Chinese, Beverages",3.4,1,179
"Patisserie, Coffee and Tea",3.4,1,115
"Chinese, Fast Food, North Indian, South Indian",3.4,1,280
"Pizza, Fast Food, Chinese",3.4,1,17
"Chinese, Japanese",3.4,2,449
"North Indian, Chinese, South Indian, Street Food, Fast Food, Mithai",3.4,1,110
"Continental, Italian, Mexican",3.4,1,69
"Chinese, North Indian, Continental, Italian",3.4,1,148
"North Indian, Chinese, Seafood",3.4,1,67
"North Indian, Chinese, Continental, Italian, Burger",3.4,1,502
"North Indian, Chinese, Continental, Italian, Mexican",3.4,1,94
"Bakery, Desserts, Fast Food, Pizza, Burger, Finger Food",3.4,1,33
"Italian, Continental, Fast Food, Chinese",3.4,1,50
"South Indian, Chettinad, North Indian, Chinese",3.4,1,161
"Continental, Finger Food",3.4,1,20
"Cafe, Coffee and Tea, Sandwich",3.4,1,19
"Bakery, Fast Food, Beverages",3.4,1,17
"Bakery, Desserts, Ice Cream",3.4,1,66
"Cafe, Italian, Mexican, Salad, Desserts",3.4,1,155
"Naga, Tibetan",3.4,1,15
"Continental, Chinese, Italian, Cafe",3.4,1,430
"Continental, Cafe, Italian, Pizza, North Indian, Chinese, Bakery, Mughlai",3.4,1,16
"North Indian, Continental, Italian, Thai, Chinese",3.4,1,198
"North Indian, European, Chinese",3.4,1,570
"Bakery, Beverages",3.4,1,57
"North Indian, Fast Food, Continental",3.4,1,246
"Mithai, Beverages",3.4,1,23
"Continental, Chinese, Thai, Mediterranean",3.4,1,174
"Mexican, Italian, Fast Food",3.4,1,55
"Mexican, North Indian, European, Chinese, Italian",3.4,1,35
"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai",3.4,1,81
"North Indian, South Indian, Gujarati, Rajasthani",3.4,1,233
"Chinese, Continental, Singaporean",3.4,1,34
"Healthy Food, American, Burger, Salad",3.4,1,170
"North Indian, Cafe",3.4,1,85
"Rajasthani, North Indian",3.4,1,69
"Pizza, North Indian, Continental",3.4,1,42
"Continental, North Indian, Finger Food",3.4,1,228
"Contemporary, Sushi, Grill, Italian, Steak",3.4,1,111
"Street Food, Chinese, North Indian, Mithai",3.4,2,192
"Chinese, Thai, Seafood",3.4,3,641
Turkish,3.4,4,1099
"North Indian, Chinese, Continental, Thai",3.4,3,298
"North Indian, Chinese, Italian, Finger Food",3.4,1,220
Andhra,3.4,1,139
"North Indian, Chinese, Continental, Seafood",3.4,1,218
"Asian, Chinese",3.3899999999999997,10,3007
"Cafe, Tea",3.375,20,2532
"Bakery, Desserts, Fast Food",3.3666666666666667,63,8775
"North Indian, Italian, Fast Food",3.35,2,629
"Cafe, North Indian, Chinese, Continental",3.35,2,372
"American, Fast Food",3.35,20,6708
"Mughlai, Chinese, North Indian",3.35,2,270
"Chinese, Beverages",3.35,2,77
"Chinese, North Indian, Street Food",3.35,2,102
"South Indian, North Indian, Chinese, Fast Food",3.3499999999999996,2,144
"Chinese, Thai, Japanese, Tibetan",3.3499999999999996,2,378
"Desserts, Bakery, Fast Food",3.3333333333333335,3,564
"North Indian, Fast Food, Mughlai",3.3333333333333335,3,57
European,3.314285714285714,7,1382
"Chinese, Thai",3.3098039215686277,51,12354
"Fast Food, Chinese, Bakery",3.3000000000000003,3,91
"Chinese, Mughlai",3.3000000000000003,3,139
"North Indian, Italian, Continental, Chinese",3.3,1,1363
"South Indian, Chinese, Street Food, Mithai",3.3,1,61
"Street Food, Mughlai",3.3,1,47
"Chinese, Tibetan, Fast Food",3.3,1,150
"Kashmiri, Chinese, Mughlai",3.3,1,89
"Street Food, North Indian, Mithai",3.3,2,69
"Chinese, Thai, Malaysian, Indonesian",3.3,1,199
"American, BBQ, Seafood",3.3,1,65
"Continental, Seafood, North Indian",3.3,1,89
"North Indian, Chinese, Finger Food",3.3,4,408
"Street Food, Chinese, Mithai",3.3,1,12
"Pizza, Continental, Beverages",3.3,1,15
"Chinese, Fast Food, Ice Cream",3.3,1,11
"North Indian, Biryani, Mughlai",3.3,1,157
"Hyderabadi, North Indian",3.3,2,87
"American, Finger Food",3.3,1,145
"Fast Food, Italian, Desserts, Beverages",3.3,1,12
"Japanese, Chinese, Malaysian, Thai, Vietnamese",3.3,1,60
Brazilian,3.3,9,549
"North Indian, Seafood, Bengali",3.3,1,15
"Italian, Fast Food, North Indian, Chinese",3.3,1,47
"Fast Food, Italian, North Indian, Chinese",3.3,2,28
"American, Fast Food, Desserts, Steak",3.3,1,14
"North Indian, Hyderabadi",3.3,1,71
"American, Asian, North Indian, Mexican, South Indian",3.3,1,21
"Italian, Pizza, Lebanese",3.3,1,218
"North Indian, Mughlai, Hyderabadi",3.3,1,13
"North Indian, Mughlai, Fast Food, South Indian",3.3,1,26
"Fast Food, Chinese, Bengali",3.3,1,38
"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",3.3,1,10
"Mithai, South Indian",3.3,1,32
"Fast Food, Mithai, Bakery",3.3,1,13
"Mithai, North Indian, South Indian, Street Food, Chinese",3.3,1,36
"Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai",3.3,1,236
"North Indian, Street Food, South Indian, Mithai",3.3,1,205
"Cafe, Chinese, North Indian",3.3,1,51
"Cafe, Italian, Mexican, Chinese, North Indian",3.3,1,19
"Italian, Continental, Chinese, North Indian",3.3,1,65
"Continental, Italian, American, North Indian",3.3,1,169
"Chinese, Assamese",3.3,1,153
"Mexican, Italian, North Indian, Continental, Asian",3.3,1,191
"Mithai, North Indian, South Indian, Chinese, Bakery",3.3,1,13
"Mughlai, Italian, Finger Food, Middle Eastern",3.3,1,199
"Italian, Continental, Finger Food",3.3,1,50
"Cafe, Chinese, Fast Food",3.2999999999999994,3,116
"Desserts, Ice Cream",3.2961538461538464,26,2020
"Desserts, Bakery",3.272727272727273,11,543
"Continental, Fast Food",3.266666666666667,3,70
"Chinese, North Indian, Mughlai, Continental",3.266666666666667,3,1722
"Cafe, Chinese",3.266666666666667,6,228
"North Indian, Continental",3.2642857142857147,28,10760
Asian,3.2555555555555555,18,4612
Goan,3.25,2,458
"Gujarati, Rajasthani",3.25,2,1635
Oriya,3.25,2,308
"Desserts, Fast Food",3.2166666666666663,6,306
"Fast Food, Cafe",3.2,1,39
"Cafe, North Indian, Chinese, South Indian",3.2,1,18
"European, Italian, Thai, Chinese, North Indian",3.2,1,30
"Cafe, Spanish, Turkish, Greek",3.2,1,33
"Western, Fusion, Fast Food",3.2,1,32
"Cafe, Street Food",3.2,1,21
"Italian, French, Bakery, Cafe",3.2,1,29
"Biryani, Kerala",3.2,1,13
"Bengali, Fast Food",3.2,1,27
"North Indian, Kashmiri",3.2,1,14
"Beverages, Street Food",3.2,1,11
"Latin American, Mexican",3.2,1,113
"Fast Food, Cafe, Italian, North Indian, Chinese",3.2,1,48
"Fast Food, South Indian, Chinese",3.2,1,23
"Cafe, Mughlai, North Indian",3.2,1,8
"Cafe, Chinese, Continental, Italian, Desserts, Beverages",3.2,1,28
"Fast Food, Continental, Italian, Bakery",3.2,1,22
"Fast Food, North Indian, South Indian, Chinese, Bakery",3.2,1,11
"Continental, Chinese, North Indian, Healthy Food",3.2,1,12
"Mithai, North Indian, South Indian, Chinese",3.2,1,50
"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",3.2,1,129
"Chinese, Cafe, Fast Food",3.2,1,32
"North Indian, Greek, Mughlai",3.2,1,14
"North Indian, Street Food, Chinese",3.2,1,21
"North Indian, Fast Food, Chinese, South Indian",3.2,1,39
"Mithai, Street Food, North Indian, South Indian, Chinese, Fast Food, Beverages",3.2,1,63
"American, Japanese, Singaporean",3.2,1,30
"Finger Food, European",3.2,1,10
"Desserts, Fast Food, Chinese",3.2,1,92
"Chinese, North Indian, Italian, Continental",3.2,1,30
"Bakery, Street Food",3.2,2,29
"North Indian, Chinese, Tibetan, Italian, Fast Food",3.2,1,18
"Chinese, North Indian, Italian, Continental, Fast Food",3.2,1,145
"Chinese, Continental, Thai",3.2,1,88
"Cafe, Fast Food, Continental",3.2,1,12
"Healthy Food, Fast Food, Salad",3.2,1,44
"Continental, Thai, Chinese, North Indian",3.2,1,28
"Continental, North Indian, Mughlai, Chinese",3.2,2,155
"Continental, North Indian, Mexican",3.2,1,135
"Chinese, Tibetan",3.2,5,190
"Lebanese, Chinese",3.2,1,159
"North Indian, Mughlai, Chinese, Seafood",3.1999999999999997,3,558
"North Indian, South Indian, Street Food, Mithai",3.175,4,1059
"Burger, Fast Food",3.1697674418604653,43,8150
"North Indian, Continental, Fast Food",3.1666666666666665,3,376
"North Indian, Chinese, Fast Food, Street Food",3.1500000000000004,2,88
"Italian, European",3.15,2,2866
"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",3.15,2,90
"Assamese, Chinese",3.15,2,263
"Burger, Desserts, Fast Food",3.1363636363636362,22,5974
"North Indian, Chinese, Italian",3.125,16,2715
"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",3.1125,8,1589
"Pizza, Desserts",3.1,1,4
"Naga, Chinese",3.1,1,7
"North Indian, Chinese, Mughlai, South Indian",3.1,1,16
"Singaporean, Australian, German",3.1,1,33
"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",3.1,1,25
"Continental, Mexican, Fast Food, North Indian, Chinese",3.1,1,6
"Chinese, Italian, Continental",3.1,1,15
"Arabian, Lebanese",3.1,1,82
"Kashmiri, Chinese",3.1,1,6
"Street Food, Fast Food, Beverages",3.1,1,7
"Lucknowi, Biryani",3.1,1,9
"Mediterranean, European",3.1,1,15
"Bakery, Desserts, Bakery",3.1,1,6
"Fast Food, North Indian, Bakery",3.1,1,8
"South Indian, North Indian, Chinese, Mughlai",3.1,1,13
"Continental, Chinese, North Indian, Mughlai",3.1,1,17
"Mexican, Lebanese, Italian, Continental, Thai",3.1,1,7
"Fast Food, Chinese, Italian",3.1,1,11
"Asian, Thai, Chinese, North Indian",3.1,1,80
"North Indian, Mughlai, South Indian, Chinese",3.1,1,25
"North Indian, South Indian, Chinese, Mithai, Fast Food",3.1,1,117
"Chinese, North Indian, South Indian, Healthy Food",3.1,1,6
"Beverages, Ice Cream",3.1,1,7
"Beverages, Juices",3.1,1,9
"North Indian, Healthy Food, Rajasthani",3.1,1,10
"Cafe, American, Tea",3.1,1,5
"Mughlai, Continental, Chinese",3.1,1,8
"North Indian, Fast Food, Bihari",3.1,1,6
"Chinese, Continental, Italian, North Indian",3.1,1,27
"Bakery, Fast Food, Pizza",3.1,1,8
"Mughlai, Lucknowi, Awadhi",3.1,2,56
"Finger Food, Continental, North Indian, Chinese",3.1,1,1099
"South Indian, Fast Food, Street Food",3.1,1,44
"Asian, Japanese",3.1,1,6
"Japanese, French",3.1,1,10
"Ice Cream, Desserts, Cafe",3.1,1,11
"Street Food, North Indian, South Indian, Chinese",3.1,1,10
"Thai, Chinese, Seafood",3.1,1,70
"North Indian, South Indian, Chinese, Street Food, Mithai",3.0999999999999996,2,650
"North Indian, South Indian, Chinese, Fast Food, Mithai",3.0999999999999996,2,172
Rajasthani,3.0999999999999996,4,2335
"Chinese, Italian, Fast Food",3.0666666666666664,3,230
"North Indian, South Indian, Chinese, Street Food",3.05,2,93
"North Indian, Chinese, Raw Meats",3.05,2,76
"Cafe, North Indian, Fast Food",3.05,2,42
"Continental, Chinese, North Indian",3.042857142857143,7,1733
"North Indian, Chinese, South Indian, Mithai",3.04,5,460
"North Indian, Chinese, Continental",3.036923076923077,65,6906
Mediterranean,3.0250000000000004,4,1108
"Cafe, Bakery",3.00625,16,2238
"Continental, Mexican, Mediterranean",3.0,1,18
"North Indian, Biryani, Chinese",3.0,1,8
"Chinese, Mexican, Fast Food, Continental",3.0,1,4
"Chinese, Mexican, Italian",3.0,1,6
"Naga, Tibetan, Chinese, Bakery",3.0,1,4
"Asian, Continental, Italian, North Indian",3.0,1,579
"Cafe, Healthy Food, North Indian",3.0,1,7
"Ice Cream, Desserts, Fast Food",3.0,1,8
"Finger Food, North Indian, Continental, Chinese, Italian",3.0,1,4
"Juices, Beverages, Fast Food",3.0,1,10
"Burger, Fast Food, Chinese, Bakery",3.0,1,41
"Fast Food, French",3.0,1,6
"Italian, Continental, North Indian, Chinese",3.0,2,433
"North Indian, South Indian, Continental, Fast Food",3.0,1,5
"South Indian, North Indian, Street Food",3.0,1,4
"South Indian, Street Food, Desserts",3.0,1,7
"Chinese, North Indian, Italian, Mughlai",3.0,1,11
"Japanese, Thai, Chinese",3.0,1,57
"Chinese, Thai, Seafood, North Indian, Italian",3.0,1,5
"North Eastern, North Indian",3.0,1,6
"Mithai, North Indian, South Indian, Chinese, Street Food",3.0,2,39
"Singaporean, Chinese, Seafood, Malay, Indian",3.0,1,25
"Chinese, Canadian",3.0,1,6
"North Indian, Fast Food, Afghani",3.0,1,4
"North Indian, Continental, Mughlai",3.0,1,8
"European, Sushi, Italian",3.0,1,9
"Korean, Chinese",3.0,1,21
"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",3.0,1,4
"Continental, Chinese, Japanese, North Indian, Thai",3.0,1,19
"Mithai, Bakery, Street Food, Chinese, South Indian",3.0,1,8
"Chinese, Biryani, North Indian",3.0,1,5
"South Indian, North Indian",2.9894736842105263,19,1331
"Mughlai, North Indian, Chinese",2.9833333333333334,18,5059
"North Indian, Chinese, Street Food",2.983333333333333,6,982
"Mithai, Street Food, Chinese",2.95,2,8
Modern Australian,2.9000000000000004,2,37
"North Indian, Chinese, Italian, Fast Food",2.9000000000000004,2,70
"American, Fast Food, Salad, Healthy Food",2.9000000000000004,62,6092
"Bakery, Mithai, Fast Food",2.9,1,10
"Bakery, Italian, Fast Food, Chinese, Continental",2.9,1,10
"Bakery, Fast Food, Street Food",2.9,1,7
"Fast Food, South Indian, Chinese, Mithai",2.9,1,4
"Fast Food, Street Food, Chinese",2.9,1,8
"North Indian, Mughlai, Fast Food",2.9,3,48
"North Indian, Mughlai, Chinese, Raw Meats",2.9,1,25
"Asian, North Indian, Japanese",2.9,1,48
"Street Food, Bakery",2.9,2,12
"Fast Food, Chinese, Mithai, Street Food",2.9,1,4
"South Indian, Fast Food",2.9,9,627
"Mithai, South Indian, Chinese, Street Food, North Indian",2.9,1,26
"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",2.9,1,32
"North Indian, Fast Food, Chinese, Continental",2.9,1,4
"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",2.9,1,4
"Mithai, North Indian, Chinese",2.9,1,4
"Desserts, Mithai",2.9,1,10
"North Indian, Fast Food, Biryani",2.9,1,15
"North Indian, Chinese, Fast Food, South Indian",2.9,1,6
"Arabian, North Indian",2.9,1,7
"North Indian, Chinese, Fast Food, Mithai",2.9,1,56
"Ice Cream, Street Food",2.9,1,8
"North Indian, Chinese, Fast Food, Desserts",2.9,1,4
"Kashmiri, North Indian",2.9,1,4
"Street Food, North Indian, South Indian",2.9,1,4
Kerala,2.9,5,1012
"North Indian, Chinese, South Indian, Bakery",2.9,1,6
Cafe,2.890969899665552,299,30657
"North Indian, Mughlai",2.888622754491018,334,53747
Finger Food,2.8755102040816327,49,4292
"Portuguese, African",2.875,4,3780
"Italian, Pizza, Fast Food",2.875,36,4318
"Mithai, North Indian, South Indian, Street Food",2.8666666666666667,3,31
"Street Food, Desserts",2.8666666666666667,3,26
"North Indian, Italian, Chinese",2.8666666666666667,6,1141
"Desserts, Beverages",2.8642857142857143,14,1505
"South Indian, North Indian, Chinese",2.8642857142857143,42,5899
Hyderabadi,2.85,2,152
"North Indian, South Indian, Fast Food, Street Food, Mithai",2.85,2,43
"Chinese, Continental, North Indian",2.85,6,1125
"Chinese, Seafood, Japanese",2.8333333333333335,3,304
"Ice Cream, Desserts, Beverages",2.8333333333333335,3,246
"American, Italian",2.82,5,1333
"Fast Food, North Indian, Chinese, Desserts",2.8,1,13
"North Indian, American, Italian",2.8,1,91
"Continental, Italian, North Indian, Lebanese",2.8,1,27
"Asian, Bakery",2.8,1,21
"Cafe, Fast Food, Asian, Italian",2.8,1,19
"Chinese, Healthy Food",2.8,1,78
"Chinese, Thai, Fast Food",2.8,4,285
"Biryani, Chinese, North Indian",2.8,1,5
"Chinese, North Indian, Seafood",2.8,1,31
"North Indian, Mughlai, Chinese, Continental, Fast Food",2.8,1,10
"South Indian, North Indian, Chinese, Street Food, Fast Food",2.8,1,39
"South Indian, North Indian, Fast Food",2.8,1,12
"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",2.8,1,42
"Cafe, North Indian, Italian, Chinese",2.8,1,16
"Chinese, Cafe",2.8,1,19
"Mughlai, Afghani",2.8,1,25
"South Indian, Chinese, Fast Food, Mithai",2.8,1,11
"North Indian, Street Food, South Indian, Fast Food, Chinese",2.8,2,93
"Chinese, Continental, Mexican",2.8,1,14
"Mithai, Bakery, Street Food",2.8,1,5
"Fast Food, Tea",2.8,1,7
"North Indian, Fast Food, Chinese",2.7777777777777777,9,600
"Ice Cream, Desserts",2.774698795180723,83,4293
"North Indian, South Indian, Fast Food",2.7666666666666666,9,431
"Fast Food, North Indian, Chinese",2.7545454545454544,11,1305
"Fast Food, North Indian, Desserts, Ice Cream",2.75,2,243
"Mithai, North Indian, Chinese, Street Food",2.75,2,36
"North Indian, Chinese, Mughlai",2.74,70,8195
"Raw Meats, North Indian, Fast Food",2.7346938775510203,49,1033
"Cafe, Continental, Chinese",2.725,4,251
"North Indian, Continental, Chinese",2.7222222222222223,18,1368
"North Indian, Chinese, Fast Food",2.7205882352941178,68,4173
Desserts,2.7150943396226417,53,5587
Healthy Food,2.7133333333333334,15,626
"Street Food, North Indian",2.7083333333333335,12,698
"Mithai, Street Food, North Indian, South Indian, Chinese",2.7,1,16
"Street Food, South Indian, Chinese",2.7,1,31
"North Indian, Continental, Chinese, Fast Food",2.7,1,24
"Mughlai, North Indian, Bengali, Continental",2.7,1,135
"North Indian, Mithai, South Indian, Street Food, Fast Food",2.7,1,11
"Fast Food, North Indian, Chinese, South Indian, Ice Cream",2.7,1,114
"North Indian, Italian, Mexican",2.7,1,24
"Biryani, North Indian, Fast Food",2.7,1,18
"Mithai, North Indian, South Indian, Chinese, Fast Food",2.7,1,28
"Fast Food, Maharashtrian, North Indian",2.7,1,11
"Fast Food, North Indian, South Indian, Chinese",2.7,1,39
"Chinese, North Indian, Continental, Mexican",2.7,1,19
"North Indian, Beverages",2.7,1,16
"North Indian, Biryani, Fast Food, Chinese",2.7,1,23
"Mithai, Street Food, South Indian, Chinese, North Indian",2.7,1,83
"North Indian, Chinese, Biryani",2.7,1,14
"North Indian, Fast Food, Chinese, Mithai",2.7,1,16
"North Indian, South Indian, Chinese, Mithai",2.6999999999999997,3,86
"North Indian, Street Food",2.6954545454545453,22,1724
"North Indian, Chinese, South Indian, Fast Food",2.69,10,807
"Italian, Pizza, Bakery",2.6625,8,1496
"Healthy Food, Beverages",2.6500000000000004,4,99
"Cafe, Chinese, Italian",2.65,4,642
"Pizza, Fast Food",2.629007633587786,131,9953
"North Indian, Biryani, Fast Food",2.6,1,41
"North Indian, Afghani",2.6,1,15
"Tibetan, Fast Food",2.6,1,41
"Chinese, North Indian, Mithai, Street Food",2.6,1,32
"Continental, European, North Indian",2.6,2,105
"North Indian, Continental, Chinese, Mexican, Italian, Desserts",2.6,1,46
"Cafe, Italian, Salad",2.6,1,15
"North Indian, South Indian, Mughlai",2.6,3,3251
"North Indian, Kashmiri, Mughlai",2.6,1,67
"North Indian, South Indian, Chinese, Street Food, Fast Food",2.6,1,45
"North Indian, Mithai, Street Food",2.6,2,56
"Fast Food, Desserts, Ice Cream, Beverages",2.6,1,14
"American, Tex-Mex, Italian, Mexican, North Indian",2.5999999999999996,2,326
"North Indian, Rajasthani",2.5999999999999996,4,550
"North Indian, Mughlai, Chinese, Fast Food",2.5875,8,392
"North Indian, Italian, Continental",2.585714285714286,7,1034
"North Indian, Mughlai, Chinese",2.568527918781726,197,20115
"Fast Food, Bakery",2.566666666666667,9,235
"Chinese, North Indian, Mughlai",2.5625,8,467
"North Indian, Chinese, Mughlai, Fast Food",2.55,2,75
"Biryani, North Indian",2.5388888888888888,18,2035
"North Indian, South Indian, Chinese, Fast Food",2.5384615384615383,13,612
"Mughlai, Biryani",2.5375,8,443
"Bakery, Italian, Chinese, Mexican",2.533333333333333,3,143
"Cafe, Beverages",2.5,3,108
"North Indian, South Indian, Street Food, Fast Food, Mithai",2.5,1,85
"Italian, Fast Food",2.5,10,1010
"Fast Food, North Indian, Chinese, Desserts, Ice Cream",2.5,1,221
"North Indian, Street Food, Chinese, South Indian",2.5,1,49
"Bakery, Fast Food, Chinese",2.5,4,144
"North Indian, South Indian, Street Food",2.5,3,350
"North Indian, Chinese, Street Food, Fast Food",2.5,1,12
"American, Chinese, North Indian",2.5,1,93
"Street Food, Mithai, South Indian, North Indian, Chinese",2.5,1,9
"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",2.5,1,120
Kashmiri,2.5,8,813
Beverages,2.4833333333333334,54,1751
"Chinese, North Indian, Italian",2.475,4,283
"Ice Cream, Beverages",2.466666666666667,3,56
"Street Food, South Indian, Mithai",2.44,5,214
"South Indian, Chinese",2.426470588235294,34,1007
"South Indian, Chinese, North Indian",2.425,4,212
"North Indian, Chinese",2.4217221135029354,511,42012
"North Indian, Fast Food",2.4216216216216213,74,5159
"Coffee and Tea, Modern Australian",2.4,1,193
Lucknowi,2.4,3,203
"North Indian, South Indian, Chinese, Mughlai",2.4,1,137
"North Indian, Mithai, South Indian, Street Food, Chinese",2.4,1,37
"Lebanese, Chinese, Fast Food",2.4,1,30
"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai",2.4,1,29
"Mughlai, Fast Food, North Indian",2.4,1,41
"North Indian, Chinese, South Indian, Street Food, Mithai",2.4,1,166
"North Indian, Chinese, Sri Lankan",2.4,1,240
"Beverages, Fast Food",2.4,15,1815
"Fast Food, Italian",2.4,7,189
"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",2.4,1,77
"Bakery, Fast Food",2.399074074074074,108,6421
"Fast Food, North Indian",2.373913043478261,46,1379
South Indian,2.3705357142857144,112,16433
"Bakery, Fast Food, Desserts",2.3666666666666667,3,3609
"Fast Food, Desserts",2.35,4,94
"North Indian, Fast Food, South Indian",2.35,4,106
"Fast Food, Beverages",2.3272727272727276,44,2165
"Bakery, Desserts",2.3176470588235296,170,8361
"Chinese, North Indian, South Indian, Street Food",2.3,1,31
"North Indian, Bengali",2.275,4,154
"Kerala, South Indian",2.266666666666667,3,447
"Fast Food, Street Food",2.2666666666666666,18,625
"North Indian, Biryani",2.253333333333333,15,935
Pizza,2.207547169811321,53,11537
"Burger, German, Sandwich",2.2,1,108
"Lucknowi, Mughlai",2.2,1,182
"European, North Indian, Chinese",2.2,1,116
"North Indian, Chinese, Bakery",2.2,1,64
"Bengali, North Indian",2.1999999999999997,6,588
"Desserts, Street Food",2.185714285714286,7,72
"Chinese, North Indian, Fast Food",2.183333333333333,6,83
Street Food,2.1617449664429533,149,9782
"Tibetan, Chinese",2.161538461538462,13,1139
"Burger, Fast Food, Chinese",2.1333333333333333,3,338
Fast Food,2.118361581920904,354,17852
"American, Fast Food, Burger",2.1142857142857143,7,906
"Fast Food, Chinese",2.112195121951219,41,2895
"Fast Food, South Indian",2.1,2,763
"Fast Food, Beverages, Desserts",2.1,2,1607
"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",2.1,1,121
"Cafe, Mexican",2.1,2,70
"Continental, Fast Food, Italian",2.1,2,111
"North Indian, Street Food, Fast Food",2.1,3,65
"Mughlai, North Indian",2.091666666666667,60,15275
"Chinese, Mughlai, North Indian",2.090909090909091,11,472
Ice Cream,2.09054054054054,74,5400
"Chinese, South Indian, North Indian",2.066666666666667,3,64
"Finger Food, North Indian, Chinese",2.0666666666666664,3,242
"Chinese, Fast Food",2.055084745762712,118,4802
"North Indian, Mughlai, Seafood",2.05,2,181
Chinese,2.042090395480226,354,21925
