Cuisines,Average_Rating,Restaurant_Count
"Mithai, North Indian, South Indian",3.7,1
"Mithai, North Indian, South Indian, Chinese",3.2,1
"Mithai, North Indian, South Indian, Chinese, Bakery",3.3,1
"Mithai, North Indian, South Indian, Chinese, Fast Food",2.7,1
"Mithai, North Indian, South Indian, Chinese, Street Food",3.0,2
"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",0.0,1
"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",3.8,1
"Mithai, North Indian, South Indian, Street Food",2.8666666666666667,3
"Mithai, North Indian, South Indian, Street Food, Chinese",3.3,1
"Mithai, North Indian, Street Food",0.0,1
"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",2.9,1
"Mithai, South Indian",3.3,1
"Mithai, South Indian, Chinese, Street Food",0.0,1
"Mithai, South Indian, Chinese, Street Food, North Indian",2.9,1
"Mithai, South Indian, Street Food",1.1666666666666667,3
"Mithai, Street Food",1.893103448275862,116
"Mithai, Street Food, Chinese",2.95,2
"Mithai, Street Food, Fast Food",1.4,2
"Mithai, Street Food, North Indian",1.4500000000000002,4
"Mithai, Street Food, North Indian, South Indian",0.0,1
"Mithai, Street Food, North Indian, South Indian, Chinese",2.7,1
"Mithai, Street Food, North Indian, South Indian, Chinese, Fast Food, Beverages",3.2,1
"Mithai, Street Food, South Indian, Chinese, North Indian",2.7,1
Modern Australian,2.9000000000000004,2
"Modern Australian, Australian",4.4,1
Modern Indian,4.345454545454545,11
"Modern Indian, Asian",3.9,1
"Modern Indian, North Indian",4.35,2
Mughlai,1.5640776699029126,103
"Mughlai, Afghani",2.8,1
"Mughlai, Biryani",2.5375,8
"Mughlai, Chinese",1.5166666666666666,6
"Mughlai, Chinese, Cafe, BBQ, Cajun",3.6,1
"Mughlai, Chinese, North Indian",3.35,2
"Mughlai, Continental, Chinese",3.1,1
"Mughlai, Fast Food",1.34,5
"Mughlai, Fast Food, North Indian",2.4,1
"Mughlai, Hyderabadi",4.1,1
"Mughlai, Italian, Finger Food, Middle Eastern",3.3,1
"Mughlai, Lucknowi",4.9,1
"Mughlai, Lucknowi, Awadhi",3.1,2
"Mughlai, North Indian",2.091666666666667,60
"Mughlai, North Indian, Bengali, Continental",2.7,1
"Mughlai, North Indian, Chinese",2.9833333333333334,18
"Mughlai, North Indian, South Indian",3.9,1
"Mughlai, Pakistani, North Indian",3.8,1
"Mughlai, Street Food",4.4,1
Naga,3.6,3
"Naga, Chinese",3.1,1
"Naga, Tibetan",3.4,1
"Naga, Tibetan, Chinese, Bakery",3.0,1
Nepalese,1.3333333333333333,3
"Nepalese, Tibetan",0.0,1
New American,3.6,1
"New American, Tapas",4.6,1
North Eastern,1.85,2
"North Eastern, Continental, South Indian, Fast Food",3.5,1
"North Eastern, North Indian",3.0,1
"North Eastern, North Indian, Chinese",0.0,1
North Indian,1.6932275132275132,945
"North Indian, Afghani",2.6,1
"North Indian, Afghani, Mughlai",4.3,1
"North Indian, American, Asian, Biryani",4.7,1
"North Indian, American, Chinese",4.1,1
"North Indian, American, Italian",2.8,1
"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",4.1,1
"North Indian, Andhra, Mughlai",3.7,1
"North Indian, Asian",4.2,2
"North Indian, Asian, Continental",3.475,4
"North Indian, Asian, European",3.95,2
"North Indian, Asian, Italian",4.0,1
"North Indian, Awadhi",0.0,1
"North Indian, Bengali",2.275,4
"North Indian, Beverages",2.7,1
"North Indian, Biryani",2.253333333333333,15
"North Indian, Biryani, Chinese",3.0,1
"North Indian, Biryani, Chinese, Fast Food",3.66,5
"North Indian, Biryani, Fast Food",2.6,1
"North Indian, Biryani, Fast Food, Chinese",2.7,1
"North Indian, Biryani, Mughlai",3.3,1
"North Indian, Cafe",3.4,1
"North Indian, Cafe, Italian, Mexican, Continental",3.8,1
"North Indian, Chinese",2.4217221135029354,511
"North Indian, Chinese, Arabian",3.8,1
"North Indian, Chinese, Bakery",2.2,1
"North Indian, Chinese, Biryani",2.7,1
"North Indian, Chinese, Cafe",3.6333333333333333,3
"North Indian, Chinese, Continental",3.036923076923077,65
"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",3.8,1
"North Indian, Chinese, Continental, Fast Food",3.575,4
"North Indian, Chinese, Continental, Goan, Seafood",3.8,1
"North Indian, Chinese, Continental, Italian",3.608333333333333,12
"North Indian, Chinese, Continental, Italian, Burger",3.4,1
"North Indian, Chinese, Continental, Italian, Mexican",3.4,1
"North Indian, Chinese, Continental, Italian, Mexican, Lebanese",3.5,1
"North Indian, Chinese, Continental, Mediterranean, Asian",3.7,1
"North Indian, Chinese, Continental, Mughlai",1.7,2
"North Indian, Chinese, Continental, Pizza",3.7,1
"North Indian, Chinese, Continental, Rajasthani",4.5,1
"North Indian, Chinese, Continental, Seafood",3.4,1
"North Indian, Chinese, Continental, Thai",3.4,3
"North Indian, Chinese, Fast Food",2.7205882352941178,68
"North Indian, Chinese, Fast Food, Cafe",3.9,1
"North Indian, Chinese, Fast Food, Desserts",2.9,1
"North Indian, Chinese, Fast Food, Mithai",2.9,1
"North Indian, Chinese, Fast Food, South Indian",2.9,1
"North Indian, Chinese, Fast Food, Street Food",3.1500000000000004,2
"North Indian, Chinese, Finger Food",3.3,4
"North Indian, Chinese, Italian",3.125,16
"North Indian, Chinese, Italian, American, Middle Eastern",4.2,1
"North Indian, Chinese, Italian, Continental",3.5125,8
"North Indian, Chinese, Italian, Fast Food",2.9000000000000004,2
"North Indian, Chinese, Italian, Finger Food",3.4,1
"North Indian, Chinese, Italian, Lebanese, Mexican",4.0,1
"North Indian, Chinese, Italian, Mediterranean",3.6,1
"North Indian, Chinese, Italian, Mexican",4.0,1
"North Indian, Chinese, Italian, Mexican, Lebanese",4.0,1
"North Indian, Chinese, Italian, Street Food, Desserts",4.3,1
"North Indian, Chinese, Italian, Thai",0.0,1
"North Indian, Chinese, Kashmiri",0.0,1
"North Indian, Chinese, Mediterranean",4.6,2
"North Indian, Chinese, Mediterranean, Asian, Continental",3.9,1
"North Indian, Chinese, Mexican, Beverages",3.8,1
"North Indian, Chinese, Mexican, Italian",4.4,1
"North Indian, Chinese, Mexican, Italian, Thai, Lebanese",4.4,1
"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",2.5,1
"North Indian, Chinese, Mughlai",2.74,70
"North Indian, Chinese, Mughlai, Continental",3.5,1
"North Indian, Chinese, Mughlai, Fast Food",2.55,2
"North Indian, Chinese, Mughlai, Italian",3.8,1
"North Indian, Chinese, Mughlai, South Indian",3.1,1
"North Indian, Chinese, Raw Meats",3.05,2
"North Indian, Chinese, Seafood",3.4,1
"North Indian, Chinese, Seafood, Chettinad",3.5,1
"North Indian, Chinese, South Indian",1.9382352941176473,34
"North Indian, Chinese, South Indian, Bakery",2.9,1
"North Indian, Chinese, South Indian, Chinese",3.7,2
"North Indian, Chinese, South Indian, Fast Food",2.69,10
"North Indian, Chinese, South Indian, Italian",3.9,1
"North Indian, Chinese, South Indian, Mithai",3.04,5
"North Indian, Chinese, South Indian, Seafood, Chettinad",3.65,4
"North Indian, Chinese, South Indian, Street Food, Fast Food, Mithai",3.4,1
"North Indian, Chinese, South Indian, Street Food, Mithai",2.4,1
"North Indian, Chinese, Sri Lankan",2.4,1
"North Indian, Chinese, Street Food",2.983333333333333,6
"North Indian, Chinese, Street Food, Fast Food",2.5,1
"North Indian, Chinese, Street Food, Mithai",3.4,1
"North Indian, Chinese, Thai",3.5799999999999996,5
"North Indian, Chinese, Thai, Continental",3.6,1
"North Indian, Chinese, Thai, Italian, Middle Eastern",3.5,1
"North Indian, Chinese, Thai, Mexican, Italian",3.9,1
"North Indian, Chinese, Tibetan",0.0,1
"North Indian, Chinese, Tibetan, Italian, Fast Food",3.2,1
"North Indian, Chinese, Turkish",3.8,1
"North Indian, Continental",3.2642857142857147,28
"North Indian, Continental, Asian",3.7375,8
"North Indian, Continental, Asian, Chinese, Thai",3.6,1
"North Indian, Continental, Asian, Italian",3.9,1
"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",4.5,1
"North Indian, Continental, Chinese",2.7222222222222223,18
"North Indian, Continental, Chinese, Fast Food",2.7,1
"North Indian, Continental, Chinese, Italian",3.8333333333333335,3
"North Indian, Continental, Chinese, Italian, Lebanese",3.7,1
"North Indian, Continental, Chinese, Italian, Mexican",4.3,1
"North Indian, Continental, Chinese, Italian, Thai, Mughlai",3.8,2
"North Indian, Continental, Chinese, Japanese, Italian, Thai",3.9,1
"North Indian, Continental, Chinese, Mexican, Italian, Desserts",2.6,1
"North Indian, Continental, Chinese, Seafood",4.3,1
"North Indian, Continental, Chinese, South Indian",3.7,1
"North Indian, Continental, European",3.5,1
"North Indian, Continental, European, American, Mediterranean",4.2,1
"North Indian, Continental, European, Chinese, Thai",4.3,1
"North Indian, Continental, Fast Food",3.1666666666666665,3
"North Indian, Continental, Finger Food",3.75,2
"North Indian, Continental, Goan",4.25,2
"North Indian, Continental, Italian",3.4222222222222225,9
"North Indian, Continental, Italian, Asian",4.0,1
"North Indian, Continental, Italian, Chinese",4.0,2
"North Indian, Continental, Italian, Finger Food",3.8,1
"North Indian, Continental, Italian, Thai, Chinese",3.4,1
"North Indian, Continental, Lebanese",3.5,1
"North Indian, Continental, Mexican, Italian",3.9499999999999997,2
"North Indian, Continental, Mughlai",3.0,1
"North Indian, Continental, Mughlai, Asian",4.033333333333333,3
"North Indian, Continental, Salad",3.6,1
"North Indian, Continental, South Indian, Chinese",0.0,1
"North Indian, Continental, South Indian, Chinese, Thai, Asian",4.2,1
"North Indian, Continental, Thai, Chinese",3.5,1
"North Indian, European",3.62,5
"North Indian, European, Asian",3.7,1
"North Indian, European, Asian, Mediterranean",3.75,2
"North Indian, European, Chinese",3.4,1
"North Indian, European, Continental",3.9,1
"North Indian, European, Continental, Finger Food",3.9,1
"North Indian, European, Mediterranean",4.46,5
"North Indian, European, Mediterranean, Asian",3.8,1
"North Indian, European, South Indian",3.6,1
"North Indian, Fast Food",2.4216216216216213,74
"North Indian, Fast Food, Afghani",3.0,1
"North Indian, Fast Food, Bihari",3.1,1
"North Indian, Fast Food, Biryani",2.9,1
"North Indian, Fast Food, Chinese",2.7777777777777777,9
"North Indian, Fast Food, Chinese, Biryani, Mughlai",3.8,1
"North Indian, Fast Food, Chinese, Continental",2.9,1
"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",2.9,1
"North Indian, Fast Food, Chinese, Mithai",2.7,1
"North Indian, Fast Food, Chinese, South Indian",3.2,1
"North Indian, Fast Food, Continental",3.4,1
"North Indian, Fast Food, Italian, Asian",4.033333333333333,3
"North Indian, Fast Food, Italian, Chinese, Cafe",3.8,1
"North Indian, Fast Food, Mithai",0.0,1
"North Indian, Fast Food, Mughlai",3.3333333333333335,3
"North Indian, Fast Food, South Indian",2.35,4
"North Indian, Fast Food, Street Food",3.7,1
"North Indian, Finger Food",1.5,2
"North Indian, Finger Food, Italian, Chinese",3.8,1
"North Indian, French, Continental",3.8,1
"North Indian, Greek, Mughlai",3.2,1
"North Indian, Healthy Food, Rajasthani",3.1,1
"North Indian, Hyderabadi",3.3,1
"North Indian, Hyderabadi, Kashmiri, Chinese",4.0,1
"North Indian, Indian",0.0,1
"North Indian, Italian",3.933333333333333,3
"North Indian, Italian, Asian, American",4.4,1
"North Indian, Italian, Asian, South Indian",4.1,1
"North Indian, Italian, Chinese",2.8666666666666667,6
"North Indian, Italian, Chinese, American",4.4,1
"North Indian, Italian, Chinese, Fast Food",3.8,2
"North Indian, Italian, Chinese, Mexican",4.25,2
"North Indian, Italian, Chinese, Thai",3.4,1
"North Indian, Italian, Continental",2.585714285714286,7
"North Indian, Italian, Continental, Asian",4.2,1
"North Indian, Italian, Continental, Chinese",3.3,1
"North Indian, Italian, Fast Food",3.35,2
"North Indian, Italian, Finger Food",3.9,1
"North Indian, Italian, Mexican",2.7,1
"North Indian, Italian, Mexican, Asian",3.8,1
"North Indian, Italian, Mexican, Chettinad, Chinese, Lebanese",3.9,1
"North Indian, Italian, Parsi, Asian, Kerala",4.4,1
"North Indian, Japanese, Italian",4.3,1
"North Indian, Kashmiri",3.2,1
"North Indian, Kashmiri, Chinese, Thai, Korean",3.9,1
"North Indian, Kashmiri, Mughlai",2.6,1
"North Indian, Kerala, Chinese, Continental",4.2,1
"North Indian, Lebanese, European, Mexican",3.9,1
"North Indian, Lebanese, Mexican, Asian, Italian, American, European",4.0,1
"North Indian, Lucknowi",0.0,1
"North Indian, Maharashtrian",3.7,2
"North Indian, Mangalorean, Chinese",4.0,1
"North Indian, Mediterranean, Asian",3.8333333333333335,3
"North Indian, Mediterranean, Asian, Arabian",4.6,1
"North Indian, Mediterranean, Asian, Chinese",4.4,1
"North Indian, Mediterranean, Asian, Continental",3.9,1
"North Indian, Mediterranean, Asian, Fast Food",4.3,1
"North Indian, Mediterranean, Chinese",3.6,1
"North Indian, Mediterranean, Continental",3.4000000000000004,2
"North Indian, Mediterranean, European, Asian, Chinese, Pizza",3.8,1
"North Indian, Mexican, Chinese, Italian",3.9,1
"North Indian, Mexican, Italian",4.3,1
"North Indian, Mexican, Italian, Continental",3.9,1
"North Indian, Middle Eastern, Pizza",4.2,1
"North Indian, Mithai",1.5499999999999998,4
"North Indian, Mithai, Chinese",0.0,1
"North Indian, Mithai, Chinese, Street Food",3.8,1
"North Indian, Mithai, South Indian, Street Food, Chinese",2.4,1
"North Indian, Mithai, South Indian, Street Food, Fast Food",2.7,1
"North Indian, Mithai, Street Food",2.6,2
"North Indian, Mughlai",2.888622754491018,334
"North Indian, Mughlai, Armenian",0.0,1
"North Indian, Mughlai, Asian, Continental",3.9,1
"North Indian, Mughlai, Awadhi",1.6,2
"North Indian, Mughlai, Biryani",3.5749999999999997,8
"North Indian, Mughlai, Biryani, Bengali",3.5,1
"North Indian, Mughlai, Chinese",2.568527918781726,197
"North Indian, Mughlai, Chinese, Bakery",3.7,1
"North Indian, Mughlai, Chinese, Continental",3.766666666666667,3
"North Indian, Mughlai, Chinese, Continental, Fast Food",2.8,1
"North Indian, Mughlai, Chinese, Fast Food",2.5875,8
"North Indian, Mughlai, Chinese, Italian",3.55,2
"North Indian, Mughlai, Chinese, Mangalorean",3.7,1
"North Indian, Mughlai, Chinese, Raw Meats",2.9,1
"North Indian, Mughlai, Chinese, Seafood",3.1999999999999997,3
"North Indian, Mughlai, Chinese, South Indian",3.7600000000000002,5
"North Indian, Mughlai, Continental",1.6,2
"North Indian, Mughlai, Continental, Chinese",3.7,1
"North Indian, Mughlai, Fast Food",2.9,3
"North Indian, Mughlai, Fast Food, South Indian",3.3,1
"North Indian, Mughlai, Hyderabadi",3.3,1
"North Indian, Mughlai, Italian, Chinese",3.5,1
"North Indian, Mughlai, Kashmiri",3.5,1
"North Indian, Mughlai, Lebanese",3.8,1
"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",4.0,1
"North Indian, Mughlai, Mexican, Thai",4.1,1
"North Indian, Mughlai, Mughlai",0.0,1
"North Indian, Mughlai, Nepalese, Tibetan, Korean",0.0,1
"North Indian, Mughlai, Seafood",2.05,2
"North Indian, Mughlai, South Indian",1.65,2
"North Indian, Mughlai, South Indian, Chinese",3.1,1
"North Indian, Mughlai, South Indian, Rajasthani, Street Food",3.6,1
"North Indian, North Eastern, Continental",4.2,1
"North Indian, Rajasthani",2.5999999999999996,4
"North Indian, Rajasthani, Asian",4.0,1
"North Indian, Rajasthani, Gujarati",0.0,1
"North Indian, Seafood",0.0,1
"North Indian, Seafood, Bengali",3.3,1
"North Indian, Seafood, Continental",3.4,1
"North Indian, Seafood, South Indian, Italian",3.8,1
"North Indian, South Indian",1.5542857142857143,35
"North Indian, South Indian, Asian, Continental",3.6,1
"North Indian, South Indian, Bakery, Beverages",0.0,1
"North Indian, South Indian, Bakery, Italian",0.0,1
"North Indian, South Indian, Bihari",4.5,1
"North Indian, South Indian, Chinese",1.9434782608695653,46
"North Indian, South Indian, Chinese, Fast Food",2.5384615384615383,13
"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",0.0,1
"North Indian, South Indian, Chinese, Fast Food, Mithai",3.0999999999999996,2
"North Indian, South Indian, Chinese, Healthy Food, Bakery",0.0,1
"North Indian, South Indian, Chinese, Mithai",2.6999999999999997,3
"North Indian, South Indian, Chinese, Mithai, Fast Food",3.1,1
"North Indian, South Indian, Chinese, Mughlai",2.4,1
"North Indian, South Indian, Chinese, Street Food",3.05,2
"North Indian, South Indian, Chinese, Street Food, Fast Food",2.6,1
"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",2.4,1
"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.5285714285714285,14
"North Indian, South Indian, Chinese, Street Food, Mithai",3.0999999999999996,2
"North Indian, South Indian, Continental, Fast Food",3.0,1
"North Indian, South Indian, Fast Food",2.7666666666666666,9
"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",3.1125,8
"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",3.2,1
"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",2.8,1
"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai",3.4,1
"North Indian, South Indian, Fast Food, Street Food, Mithai",2.85,2
"North Indian, South Indian, Gujarati, Rajasthani",3.4,1
"North Indian, South Indian, Italian, Chinese",0.0,1
"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",3.3,1
"North Indian, South Indian, Mithai",0.0,1
"North Indian, South Indian, Mughlai",2.6,3
"North Indian, South Indian, Street Food",2.5,3
"North Indian, South Indian, Street Food, Bakery",4.25,2
"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",2.1,1
"North Indian, South Indian, Street Food, Fast Food, Mithai",2.5,1
"North Indian, South Indian, Street Food, Mithai",3.175,4
"North Indian, Spanish, Mediterranean",3.9,1
"North Indian, Street Food",2.6954545454545453,22
"North Indian, Street Food, Beverages",3.8,1
"North Indian, Street Food, Chinese",3.2,1
"North Indian, Street Food, Chinese, South Indian",2.5,1
"North Indian, Street Food, Chinese, South Indian, Mithai",3.6,1
"North Indian, Street Food, Fast Food",2.1,3
"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",3.0,1
"North Indian, Street Food, Mithai",1.78,5
"North Indian, Street Food, Mughlai",3.5,1
"North Indian, Street Food, South Indian, Fast Food, Chinese",2.8,2
"North Indian, Street Food, South Indian, Mithai",3.3,1
"North Indian, Thai, Continental",3.95,2
"North Indian, Thai, Italian, Chinese, Mexican",3.5,1
"North Indian, Tibetan",3.7,1
Oriya,3.25,2
Pakistani,4.0,2
"Pakistani, Afghani, Indian, Hyderabadi",4.0,1
"Pakistani, Chinese, Indian, Afghani",4.1,1
"Pakistani, Indian",3.9,2
"Pakistani, Indian, Afghani, Curry",3.9,1
"Pakistani, Indian, Mughlai",4.2,1
Parsi,3.95,2
"Parsi, Iranian",4.066666666666666,3
"Parsi, North Indian",4.2,1
"Patisserie, Coffee and Tea",3.4,1
"Peranakan, Indonesian",4.0,1
"Persian, Arabian, Lebanese, North Indian",4.6,1
"Peruvian, Latin American",3.6,1
Pizza,2.207547169811321,53
"Pizza, Bar Food",4.033333333333333,3
"Pizza, Bar Food, Sandwich",3.7,1
"Pizza, Burger, Fast Food",0.0,1
"Pizza, Cafe, Italian",4.5,3
"Pizza, Chinese",3.7,1
"Pizza, Continental, Beverages",3.3,1
"Pizza, Desserts",3.1,1
"Pizza, Fast Food",2.629007633587786,131
"Pizza, Fast Food, Bakery",0.0,1
"Pizza, Fast Food, Chinese",3.4,1
"Pizza, Grill",3.7,1
"Pizza, Ice Cream",0.0,1
"Pizza, Italian",3.668421052631579,19
"Pizza, Italian, Beverages, Desserts",4.3,1
"Pizza, Italian, Cafe",3.9,1
"Pizza, Italian, Fast Food",3.6,1
"Pizza, Mexican, Chinese, Italian",4.0,1
"Pizza, North Indian",3.5,1
"Pizza, North Indian, Continental",3.4,1
"Pizza, Salad, Finger Food",3.4,1
"Pizza, Sandwich",4.14,5
"Pizza, Sandwich, Vegetarian",3.8,1
"Pizza, Seafood, Steak",4.0,1
"Portuguese, African",2.875,4
"Portuguese, African, Lebanese",4.0,1
Pub Food,4.4,1
Rajasthani,3.0999999999999996,4
"Rajasthani, Gujarati, Mughlai",3.6,1
"Rajasthani, North Indian",3.4,1
"Ramen, Japanese",4.6,1
Raw Meats,0.0,3
"Raw Meats, Fast Food",1.8340909090909092,44
"Raw Meats, Fast Food, North Indian",1.9249999999999998,8
"Raw Meats, North Indian",0.8666666666666667,3
"Raw Meats, North Indian, Chinese",0.0,1
"Raw Meats, North Indian, Chinese, Fast Food",3.7,1
"Raw Meats, North Indian, Fast Food",2.7346938775510203,49
"Raw Meats, Street Food",0.0,1
Restaurant Cafe,3.85,2
"Restaurant Cafe, Desserts",4.2,1
"Restaurant Cafe, Turkish, Desserts",4.2,1
"Salad, Continental",4.1,1
"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",3.1,1
Sandwich,4.1,1
"Sandwich, Seafood, Cajun",4.65,2
"Sandwich, Seafood, Steak",4.5,1
"Sandwich, Sushi, Tapas",3.6,1
"Scottish, Cafe",4.7,1
Seafood,4.114285714285715,14
"Seafood, African, Sushi",3.8,1
"Seafood, American",3.6,2
"Seafood, American, Mediterranean, Japanese",4.7,1
"Seafood, Asian, Filipino, Indian",4.4,1
"Seafood, Asian, Grill, Sushi",3.8,1
"Seafood, Bar Food, Brazilian",4.0,1
"Seafood, Chinese",4.2,1
"Seafood, Chinese, Japanese, Sushi, Thai",3.7,1
"Seafood, Chinese, Japanese, Vietnamese, Asian, Thai",3.9,1
"Seafood, Chinese, Thai",4.0,1
"Seafood, Continental, European",3.7,1
"Seafood, Continental, European, German",4.7,1
"Seafood, Continental, Goan, Asian, Andhra",3.8,1
"Seafood, Filipino, Asian, European",4.2,1
"Seafood, French",4.6,1
"Seafood, Italian",3.95,2
"Seafood, Japanese, Sushi",4.4,1
"Seafood, Kiwi",4.449999999999999,2
"Seafood, Mediterranean",3.7,1
"Seafood, Mughlai, North Indian",0.0,1
"Seafood, North Indian",3.9,3
"Seafood, South Indian, Andhra, Hyderabadi, Goan",4.2,1
"Seafood, Southern",3.9,1
"Seafood, Steak",4.0,1
"Seafood, Steak, Vegetarian",4.2,1
"Seafood, Sushi",4.15,2
"Seafood, Tapas, Bar Food",3.8,1
"Seafood, Western",3.7,2
"Singaporean, Australian, German",3.1,1
"Singaporean, Chinese, Seafood, Malay, Indian",3.0,1
South American,3.5,2
South Indian,2.3705357142857144,112
"South Indian, Andhra",4.2,1
"South Indian, Biryani",1.5,3
"South Indian, Chettinad",3.5,2
"South Indian, Chettinad, North Indian",3.9,1
"South Indian, Chettinad, North Indian, Chinese",3.4,1
"South Indian, Chinese",2.426470588235294,34
"South Indian, Chinese, Continental",0.0,1
"South Indian, Chinese, Continental, Italian, North Indian",4.1,1
"South Indian, Chinese, Fast Food",0.9666666666666667,3
"South Indian, Chinese, Fast Food, Mithai",2.8,1
"South Indian, Chinese, Mithai",0.0,1
"South Indian, Chinese, Mughlai",0.0,1
"South Indian, Chinese, North Indian",2.425,4
"South Indian, Chinese, Street Food, Mithai",3.3,1
"South Indian, Desserts",4.1,1
"South Indian, Desserts, Beverages",3.7,1
"South Indian, Fast Food",2.9,9
"South Indian, Fast Food, Chinese",1.45,2
"South Indian, Fast Food, North Indian, Chinese",0.0,1
"South Indian, Fast Food, Street Food",3.1,1
"South Indian, Kerala",3.5999999999999996,2
"South Indian, Nepalese",0.0,1
"South Indian, North Indian",2.9894736842105263,19
"South Indian, North Indian, Chinese",2.8642857142857143,42
"South Indian, North Indian, Chinese, Continental",3.5,1
"South Indian, North Indian, Chinese, Fast Food",3.3499999999999996,2
"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai",3.5,1
"South Indian, North Indian, Chinese, Mughlai",3.1,1
"South Indian, North Indian, Chinese, Street Food, Fast Food",2.8,1
"South Indian, North Indian, Fast Food",2.8,1
"South Indian, North Indian, Street Food",3.0,1
"South Indian, North Indian, Street Food, Chinese, Mithai",3.5,1
"South Indian, Pizza, Chinese",0.0,1
"South Indian, Seafood, Kerala",4.0,1
"South Indian, Street Food",0.0,1
"South Indian, Street Food, Chinese",0.0,1
"South Indian, Street Food, Desserts",3.0,1
"South Indian, Street Food, Mithai",1.75,2
Southern,3.9749999999999996,4
"Southern, Cajun, Soul Food",3.6,1
"Spanish, Italian",4.3,1
"Spanish, Tapas",4.066666666666666,3
Sri Lankan,4.0,1
Steak,4.185714285714286,7
"Steak, American",3.8,2
"Steak, BBQ",4.4,1
"Steak, Scottish, British",4.2,1
"Steak, Seafood, Grill",4.4,1
"Steak, Tapas, Bar Food",3.5,1
Street Food,2.1617449664429533,149
"Street Food, Bakery",2.9,2
"Street Food, Beverages",3.5,3
"Street Food, Burger, American, Finger Food, German",4.4,1
"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",4.0,1
"Street Food, Chinese",0.5499999999999999,6
"Street Food, Chinese, Mithai",3.3,1
"Street Food, Chinese, North Indian",1.8,2
"Street Food, Chinese, North Indian, Mithai",3.4,2
"Street Food, Continental, Burger, Grill",3.9,1
"Street Food, Continental, South Indian, North Indian, Chinese",3.9,1
"Street Food, Desserts",2.8666666666666667,3
"Street Food, Fast Food",1.2666666666666666,9
"Street Food, Fast Food, Beverages",3.1,1
"Street Food, Fast Food, Chinese, South Indian, North Indian",3.7,1
"Street Food, Fast Food, North Indian",3.8,1
"Street Food, Mithai",1.9666666666666666,18
"Street Food, Mithai, North Indian, South Indian, Chinese",0.0,1
"Street Food, Mithai, South Indian, North Indian, Chinese",2.5,1
"Street Food, Mughlai",3.3,1
"Street Food, North Indian",2.7083333333333335,12
"Street Food, North Indian, Chinese, Continental",3.9,1
"Street Food, North Indian, Mithai",3.3,2
"Street Food, North Indian, South Indian",2.9,1
"Street Food, North Indian, South Indian, Chinese",3.1,1
"Street Food, North Indian, South Indian, Chinese, Mithai",3.8,2
"Street Food, North Indian, South Indian, Mithai",3.466666666666667,3
"Street Food, South Indian",3.4666666666666663,3
"Street Food, South Indian, Chinese",2.7,1
"Street Food, South Indian, Mithai",2.44,5
"Sunda, Indonesian",4.9,3
Sushi,3.9,4
"Sushi, Asian",3.6333333333333333,3
"Sushi, Japanese",4.2,2
"Sushi, Japanese, Cantonese",3.8,1
"Sushi, Japanese, Healthy Food",4.0,1
"Sushi, Teriyaki",4.5,1
"Sushi, Thai",4.0,1
"Taiwanese, Street Food",4.65,2
Tapas,4.4,2
Tea,0.5666666666666667,6
"Tea, Beverages, Fast Food",0.0,1
"Tea, Cafe",4.1,1
"Tea, Fast Food",1.9,8
"Tea, Modern Australian",3.5,1
"Tex-Mex, American",4.0,1
Thai,4.1,16
"Thai, Asian",4.05,2
"Thai, Chinese",3.466666666666667,3
"Thai, Chinese, Asian",3.8,1
"Thai, Chinese, Asian, Malaysian",3.8,1
"Thai, Chinese, Japanese",3.7,1
"Thai, Chinese, North Indian",3.9,1
"Thai, Chinese, Seafood",3.1,1
"Thai, European, Mexican, North Indian, Chinese, Cafe",4.5,1
"Thai, Japanese",3.6,1
"Thai, Japanese, Chinese, Indonesian, Vietnamese",4.4,1
Tibetan,0.0,2
"Tibetan, Chinese",2.161538461538462,13
"Tibetan, Chinese, North Indian",0.0,2
"Tibetan, Fast Food",2.6,1
"Tibetan, Nepalese",3.6500000000000004,2
"Tibetan, South Indian, North Indian",0.0,1
"Tibetan, Street Food",0.0,1
Turkish,3.4,4
Turkish Pizza,4.3,1
"Turkish, Arabian, Middle Eastern",4.3,1
